R
Wavelength,AG_APR02_A_PSPQ_405nm_2hr30min(ListNo.:164) Incident angle:0,AG_APR02_A_PSPQ_405nm_2hr30min(ListNo.:165) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:166) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:167) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:168) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:169) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:170) Incident angle:0,AG_APR02_P_PSPQ_405nm_3hrmin(ListNo.:171) Incident angle:0,AG_APR02_P_PSPQ_405nm_3hrmin(ListNo.:172) Incident angle:0,AG_APR02_P_PSPQ_405nm_3hrmin(ListNo.:173) Incident angle:0,AG_APR02_K_PSPQ_405nm_3hr(ListNo.:174) Incident angle:0,AG_APR02_K_PSPQ_405nm_3hr(ListNo.:175) Incident angle:0,AG_APR02_K_PSPQ_405nm_3hr(ListNo.:176) Incident angle:0
620.493,0.3534032,0.3242080,0.4880190,0.3873661,0.2728221,0.3362745,0.5134470,0.0846425,0.2018942,0.1057149,0.7672569,0.7761450,0.7149881
621.743,0.3535451,0.3266202,0.5048853,0.4090066,0.2724124,0.3253665,0.5083479,0.0838192,0.1999959,0.1055501,0.7758649,0.7855960,0.7226122
622.993,0.3521107,0.3261265,0.5183619,0.4285598,0.2742181,0.3119915,0.5029638,0.0836068,0.2004156,0.1064633,0.7792269,0.7892718,0.7281607
624.244,0.3516367,0.3260454,0.5323600,0.4477259,0.2749237,0.3015508,0.4956791,0.0837810,0.1983326,0.1054118,0.7829110,0.7935740,0.7338610
625.494,0.3499832,0.3238806,0.5466140,0.4651667,0.2782012,0.2888515,0.4882527,0.0854488,0.1970002,0.1052720,0.7853536,0.7956345,0.7359189
626.744,0.3498779,0.3259696,0.5613397,0.4854626,0.2824315,0.2785307,0.4813731,0.0841192,0.1930274,0.1061399,0.7960807,0.8038823,0.7444263
627.995,0.3487146,0.3248562,0.5739380,0.5026173,0.2888459,0.2684231,0.4729056,0.0870355,0.1941757,0.1089216,0.7988433,0.8086412,0.7493451
629.245,0.3465017,0.3226427,0.5832907,0.5176946,0.2960827,0.2588473,0.4639958,0.0899695,0.1910004,0.1098413,0.7996934,0.8085682,0.7518469
630.495,0.3460616,0.3193063,0.5926533,0.5319168,0.3032271,0.2482842,0.4541896,0.0928299,0.1887846,0.1116433,0.8013579,0.8107320,0.7527947
631.746,0.3465883,0.3186247,0.6043708,0.5475802,0.3119826,0.2395830,0.4450252,0.0943188,0.1860471,0.1154409,0.8085510,0.8168537,0.7583362
632.996,0.3454574,0.3170238,0.6145291,0.5628625,0.3199280,0.2319258,0.4342700,0.0979978,0.1851219,0.1187320,0.8129561,0.8220737,0.7633156
634.246,0.3445999,0.3147794,0.6209319,0.5738577,0.3314898,0.2260651,0.4225136,0.1056284,0.1838817,0.1238332,0.8116744,0.8196899,0.7621547
635.497,0.3439846,0.3099642,0.6272822,0.5840522,0.3413729,0.2184869,0.4111321,0.1102400,0.1809613,0.1267348,0.8136044,0.8197899,0.7633641
636.747,0.3468359,0.3078883,0.6357729,0.5968949,0.3527581,0.2148041,0.4002060,0.1168429,0.1798976,0.1332859,0.8181090,0.8250764,0.7659931
637.997,0.3479382,0.3066911,0.6455422,0.6099036,0.3651896,0.2117731,0.3897533,0.1234574,0.1796841,0.1406378,0.8244454,0.8315447,0.7724783
639.247,0.3480706,0.3045707,0.6486347,0.6176554,0.3758304,0.2113465,0.3769036,0.1337908,0.1777915,0.1468836,0.8222765,0.8284295,0.7706204
640.498,0.3491492,0.3001761,0.6514859,0.6244787,0.3887598,0.2090718,0.3652095,0.1441825,0.1775274,0.1570019,0.8204430,0.8267807,0.7678690
641.748,0.3562216,0.2995517,0.6584125,0.6360525,0.4020415,0.2109911,0.3546821,0.1523417,0.1777076,0.1654645,0.8276893,0.8341407,0.7729254
642.998,0.3594961,0.2973098,0.6632467,0.6439985,0.4144274,0.2136544,0.3446899,0.1634612,0.1801182,0.1752322,0.8297432,0.8351474,0.7751821
644.249,0.3618147,0.2958744,0.6656615,0.6478539,0.4241040,0.2183852,0.3319366,0.1757662,0.1780760,0.1845583,0.8272710,0.8322631,0.7720600
645.499,0.3659321,0.2932658,0.6648447,0.6519907,0.4360722,0.2229771,0.3213515,0.1908791,0.1813686,0.1958573,0.8237001,0.8282325,0.7669342
646.749,0.3731437,0.2936176,0.6693073,0.6606208,0.4498991,0.2303411,0.3124133,0.2024845,0.1833893,0.2095985,0.8300069,0.8338260,0.7713733
648.000,0.3813617,0.2926171,0.6728545,0.6661087,0.4616365,0.2394753,0.3057339,0.2166896,0.1889569,0.2226858,0.8319801,0.8376765,0.7726172
649.250,0.3867357,0.2925270,0.6739372,0.6701119,0.4725436,0.2506731,0.2960523,0.2325965,0.1905176,0.2343216,0.8306267,0.8344520,0.7711462
650.500,0.3924892,0.2927846,0.6706048,0.6715728,0.4813968,0.2618829,0.2885403,0.2486286,0.1939735,0.2475862,0.8268260,0.8298790,0.7645014
651.751,0.4011551,0.2941260,0.6721075,0.6758212,0.4947406,0.2742205,0.2830591,0.2648619,0.2015803,0.2640449,0.8287519,0.8312029,0.7637619
653.001,0.4162962,0.2939830,0.6708059,0.6796110,0.5100976,0.2976368,0.2781697,0.2879931,0.2078486,0.2827220,0.8303761,0.8332513,0.7642479
654.251,0.4238120,0.2929079,0.6637390,0.6764364,0.5196158,0.3096057,0.2669567,0.3096753,0.2136627,0.2950995,0.8217423,0.8247340,0.7541161
655.502,0.4257168,0.2943496,0.6604366,0.6752093,0.5212152,0.3150485,0.2651727,0.3202374,0.2153536,0.3040469,0.8171527,0.8193928,0.7483927
656.752,0.4279851,0.2964491,0.6567418,0.6728159,0.5220687,0.3244575,0.2678909,0.3260746,0.2189894,0.3131054,0.8123728,0.8142486,0.7424488
658.002,0.4395069,0.3037866,0.6612135,0.6798399,0.5344015,0.3440883,0.2758232,0.3411824,0.2319487,0.3326075,0.8197523,0.8216102,0.7478668
659.253,0.4552779,0.3098728,0.6608933,0.6832253,0.5471972,0.3688491,0.2801378,0.3624950,0.2470716,0.3531180,0.8230783,0.8261012,0.7494195
660.504,0.4684997,0.3149659,0.6561213,0.6820336,0.5562135,0.3896543,0.2832338,0.3857051,0.2606471,0.3735111,0.8204634,0.8218490,0.7423801
661.758,0.4793501,0.3214473,0.6512165,0.6812596,0.5639081,0.4084032,0.2858328,0.4026907,0.2716576,0.3915480,0.8201209,0.8205441,0.7376786
663.011,0.4897666,0.3274582,0.6452833,0.6799349,0.5726534,0.4261462,0.2944698,0.4208791,0.2873316,0.4087510,0.8177100,0.8184723,0.7340608
664.265,0.4983947,0.3324447,0.6369020,0.6746953,0.5769094,0.4432369,0.3018015,0.4351335,0.2979881,0.4228762,0.8118406,0.8136111,0.7267887
665.519,0.5085472,0.3378470,0.6301024,0.6696598,0.5827005,0.4594692,0.3121682,0.4528987,0.3114977,0.4368075,0.8069709,0.8088482,0.7180003
666.772,0.5214978,0.3470200,0.6256238,0.6705448,0.5905814,0.4779785,0.3235916,0.4701690,0.3245261,0.4545501,0.8097800,0.8093128,0.7157329
668.026,0.5289355,0.3534913,0.6162671,0.6648136,0.5955079,0.4937946,0.3355955,0.4843586,0.3400857,0.4698467,0.8042058,0.8040105,0.7076985
669.279,0.5383694,0.3599600,0.6051473,0.6574138,0.6005615,0.5093465,0.3477100,0.5009286,0.3546831,0.4835902,0.7978798,0.7985080,0.7000687
670.533,0.5482246,0.3675031,0.5959250,0.6522054,0.6047450,0.5230844,0.3615030,0.5149243,0.3682231,0.4969241,0.7929666,0.7933866,0.6910258
671.786,0.5599012,0.3758818,0.5884055,0.6481650,0.6113494,0.5384791,0.3762916,0.5303434,0.3833737,0.5121405,0.7930276,0.7920326,0.6845123
673.040,0.5692405,0.3869974,0.5797690,0.6435803,0.6169389,0.5534186,0.3921163,0.5438207,0.3999691,0.5270099,0.7898168,0.7900495,0.6799940
674.293,0.5759395,0.3943727,0.5661017,0.6347933,0.6193751,0.5652963,0.4065692,0.5573571,0.4131277,0.5370487,0.7808061,0.7818417,0.6680461
675.547,0.5849451,0.4022379,0.5550578,0.6262798,0.6250956,0.5767120,0.4245687,0.5705653,0.4288545,0.5515051,0.7754343,0.7753779,0.6581971
676.800,0.5963791,0.4124695,0.5431925,0.6193609,0.6302499,0.5903053,0.4410874,0.5831919,0.4440969,0.5652441,0.7727921,0.7730657,0.6501675
678.054,0.6073713,0.4229174,0.5320948,0.6122143,0.6355869,0.6027389,0.4596608,0.5962114,0.4619770,0.5797348,0.7690843,0.7697160,0.6425881
679.307,0.6119241,0.4314921,0.5163983,0.5991196,0.6362120,0.6111111,0.4725987,0.6057251,0.4729035,0.5861626,0.7588204,0.7592777,0.6288952
680.561,0.6183007,0.4401064,0.5031574,0.5891771,0.6401183,0.6173999,0.4882453,0.6151981,0.4864439,0.5965831,0.7506578,0.7513084,0.6163491
681.814,0.6283838,0.4516122,0.4891062,0.5789036,0.6451249,0.6278885,0.5050548,0.6261550,0.5014886,0.6081757,0.7479486,0.7485925,0.6075318
683.068,0.6375416,0.4602074,0.4741689,0.5667877,0.6487107,0.6377309,0.5229630,0.6375416,0.5180410,0.6192733,0.7401937,0.7419922,0.5957992
684.321,0.6445586,0.4719242,0.4583957,0.5546233,0.6516599,0.6460867,0.5365104,0.6472103,0.5298585,0.6284682,0.7322466,0.7344489,0.5848265
685.575,0.6491471,0.4801934,0.4435744,0.5404249,0.6529880,0.6501510,0.5489795,0.6546465,0.5404685,0.6351367,0.7220796,0.7251348,0.5708462
686.829,0.6568325,0.4905938,0.4282212,0.5277614,0.6573622,0.6560379,0.5636488,0.6624827,0.5535844,0.6448700,0.7154530,0.7178808,0.5594553
688.082,0.6653629,0.5011489,0.4136304,0.5141096,0.6609090,0.6631359,0.5786461,0.6711084,0.5686249,0.6540946,0.7075855,0.7128856,0.5488943
689.336,0.6717546,0.5106443,0.3962002,0.4972735,0.6622103,0.6686758,0.5915294,0.6790118,0.5797419,0.6607588,0.6970889,0.7014872,0.5349670
690.589,0.6768005,0.5210545,0.3786875,0.4816034,0.6639360,0.6730698,0.6025296,0.6862774,0.5899224,0.6675381,0.6867919,0.6921950,0.5206257
691.843,0.6822485,0.5307458,0.3626164,0.4657617,0.6657486,0.6761139,0.6135836,0.6923176,0.6004684,0.6747178,0.6770024,0.6834331,0.5074345
693.096,0.6881604,0.5408650,0.3466602,0.4491785,0.6677761,0.6798446,0.6249607,0.6982672,0.6119966,0.6815078,0.6666247,0.6751110,0.4958746
694.350,0.6927648,0.5480450,0.3289553,0.4290275,0.6661644,0.6826720,0.6328070,0.7022160,0.6205332,0.6844254,0.6530353,0.6624865,0.4805604
695.603,0.6979170,0.5580671,0.3119247,0.4115558,0.6678986,0.6848022,0.6430845,0.7090334,0.6300530,0.6911306,0.6409195,0.6519943,0.4662217
696.857,0.7034619,0.5679172,0.2956857,0.3932551,0.6680563,0.6864934,0.6503535,0.7138226,0.6388508,0.6967724,0.6291020,0.6414614,0.4524004
698.110,0.7073691,0.5761887,0.2806007,0.3749303,0.6694890,0.6872350,0.6588661,0.7178273,0.6481609,0.7020576,0.6166628,0.6307443,0.4409734
699.364,0.7123543,0.5850590,0.2646625,0.3552250,0.6684696,0.6895444,0.6664383,0.7228917,0.6561548,0.7059218,0.6030869,0.6196336,0.4277173
700.617,0.7150717,0.5920646,0.2495384,0.3349683,0.6664123,0.6882793,0.6718472,0.7256867,0.6625909,0.7087027,0.5872241,0.6058641,0.4127128
701.871,0.7211173,0.6026931,0.2341201,0.3151584,0.6661681,0.6893584,0.6788716,0.7306662,0.6704310,0.7141687,0.5744725,0.5937835,0.4006302
703.124,0.7231083,0.6095268,0.2209653,0.2967150,0.6643162,0.6887196,0.6828662,0.7333086,0.6776154,0.7170827,0.5588261,0.5815080,0.3892071
704.378,0.7258414,0.6157928,0.2052500,0.2748219,0.6616607,0.6871190,0.6870334,0.7357252,0.6831398,0.7186104,0.5403163,0.5662025,0.3758852
705.631,0.7298846,0.6225944,0.1928607,0.2555251,0.6584669,0.6858314,0.6909853,0.7382290,0.6892673,0.7208858,0.5236075,0.5519129,0.3639197
706.885,0.7349858,0.6316372,0.1805995,0.2369241,0.6573741,0.6853560,0.6963804,0.7422819,0.6963002,0.7260059,0.5098077,0.5391125,0.3530610
708.139,0.7362778,0.6383806,0.1714519,0.2200151,0.6529455,0.6823998,0.6974110,0.7434182,0.7009407,0.7273116,0.4930156,0.5258779,0.3444456
709.392,0.7352675,0.6416956,0.1601959,0.2021105,0.6477071,0.6771841,0.6971671,0.7425643,0.7028055,0.7261881,0.4727934,0.5087380,0.3338243
710.646,0.7387286,0.6486377,0.1522545,0.1856916,0.6443477,0.6749668,0.7003706,0.7450375,0.7078151,0.7283821,0.4559643,0.4948691,0.3253703
711.899,0.7433465,0.6554526,0.1432205,0.1686204,0.6405312,0.6730566,0.7041568,0.7473283,0.7137551,0.7311076,0.4377089,0.4804194,0.3165772
713.153,0.7469557,0.6635698,0.1373074,0.1548950,0.6370849,0.6712670,0.7077664,0.7499353,0.7208019,0.7350375,0.4207368,0.4661335,0.3110729
714.406,0.7432126,0.6639860,0.1309885,0.1409908,0.6278944,0.6631525,0.7031200,0.7467967,0.7186653,0.7292093,0.4003837,0.4478947,0.3033197
715.660,0.7459127,0.6690459,0.1274086,0.1298605,0.6241819,0.6584214,0.7051780,0.7478913,0.7230720,0.7314598,0.3824410,0.4332410,0.2980898
716.913,0.7499135,0.6757482,0.1225455,0.1176069,0.6185399,0.6552511,0.7068216,0.7489520,0.7273186,0.7328690,0.3644023,0.4184639,0.2932525
718.167,0.7522395,0.6812569,0.1219670,0.1092648,0.6133070,0.6517211,0.7086830,0.7508770,0.7332522,0.7353179,0.3473092,0.4038315,0.2915780
719.420,0.7494577,0.6829249,0.1191916,0.1002646,0.6026955,0.6444059,0.7053980,0.7473744,0.7313728,0.7296884,0.3268572,0.3854556,0.2866095
720.674,0.7485992,0.6847247,0.1203565,0.0956541,0.5959674,0.6364468,0.7034318,0.7461200,0.7320108,0.7280440,0.3092756,0.3699046,0.2843929
721.927,0.7535106,0.6917278,0.1196955,0.0891036,0.5908758,0.6328475,0.7064709,0.7475673,0.7372011,0.7311195,0.2926045,0.3551705,0.2838047
723.181,0.7525758,0.6937039,0.1222093,0.0859839,0.5813826,0.6254453,0.7052322,0.7447839,0.7391337,0.7289724,0.2745835,0.3398803,0.2841981
724.434,0.7539812,0.6977419,0.1232439,0.0830411,0.5722645,0.6206419,0.7046211,0.7448685,0.7407589,0.7273580,0.2562705,0.3220244,0.2847252
725.688,0.7510847,0.6974546,0.1285016,0.0836928,0.5633355,0.6116113,0.7000878,0.7411223,0.7381819,0.7231725,0.2408527,0.3073856,0.2855737
726.941,0.7513656,0.7010431,0.1308385,0.0836364,0.5548221,0.6036503,0.6994609,0.7384004,0.7399386,0.7214797,0.2252427,0.2920463,0.2870361
728.195,0.7540044,0.7051140,0.1358691,0.0851134,0.5473375,0.5993513,0.7003421,0.7379100,0.7440701,0.7220760,0.2112652,0.2795035,0.2924310
729.449,0.7509413,0.7043146,0.1405101,0.0868684,0.5367107,0.5903944,0.6973416,0.7348530,0.7429602,0.7167484,0.1952439,0.2625795,0.2940420
730.702,0.7502084,0.7061393,0.1461805,0.0911147,0.5270103,0.5825721,0.6940264,0.7311503,0.7407827,0.7132085,0.1825602,0.2482918,0.2979006
731.956,0.7491580,0.7073434,0.1515270,0.0958150,0.5169361,0.5745637,0.6915305,0.7276394,0.7411293,0.7106446,0.1710894,0.2347079,0.3027687
733.209,0.7495753,0.7101345,0.1571197,0.1012353,0.5096340,0.5679709,0.6913991,0.7249298,0.7433033,0.7089284,0.1604969,0.2230553,0.3094953
734.463,0.7466310,0.7082176,0.1621413,0.1055572,0.4984978,0.5592659,0.6865004,0.7194148,0.7395779,0.7011246,0.1493900,0.2095205,0.3140417
735.716,0.7471398,0.7106619,0.1686587,0.1117697,0.4907703,0.5524137,0.6858652,0.7180395,0.7409098,0.6997596,0.1412799,0.1974721,0.3196524
736.970,0.7442660,0.7113379,0.1730394,0.1176300,0.4802147,0.5447755,0.6811678,0.7125080,0.7384994,0.6951246,0.1325480,0.1857009,0.3256033
738.223,0.7431959,0.7120206,0.1794492,0.1258905,0.4723019,0.5380079,0.6800383,0.7088351,0.7396706,0.6922281,0.1266126,0.1752019,0.3337119
739.477,0.7396536,0.7106279,0.1831893,0.1302447,0.4624908,0.5300138,0.6752733,0.7025095,0.7363801,0.6850504,0.1200748,0.1646827,0.3407138
740.730,0.7366837,0.7083375,0.1890657,0.1368705,0.4531761,0.5224063,0.6706788,0.6977985,0.7338673,0.6788102,0.1156562,0.1545868,0.3463781
741.984,0.7380010,0.7122129,0.1925384,0.1419994,0.4448561,0.5167987,0.6686513,0.6938265,0.7343237,0.6765716,0.1110254,0.1435552,0.3539614
743.237,0.7340359,0.7107293,0.1986582,0.1502191,0.4362888,0.5103892,0.6644046,0.6872306,0.7317773,0.6704595,0.1101414,0.1362832,0.3630534
744.491,0.7294018,0.7076692,0.2003963,0.1543600,0.4268427,0.5019367,0.6578005,0.6801153,0.7276555,0.6621180,0.1054615,0.1259814,0.3691639
745.744,0.7258255,0.7065558,0.2052537,0.1602428,0.4188142,0.4956998,0.6536728,0.6733771,0.7241835,0.6548801,0.1053797,0.1192886,0.3773771
746.998,0.7253061,0.7069227,0.2077377,0.1641551,0.4106756,0.4904492,0.6492764,0.6675639,0.7230022,0.6505724,0.1043489,0.1102527,0.3844204
748.251,0.7228754,0.7070998,0.2108231,0.1697506,0.4041904,0.4860553,0.6446510,0.6605666,0.7214285,0.6441376,0.1063684,0.1061817,0.3948091
749.505,0.7144691,0.7011052,0.2121862,0.1732763,0.3960990,0.4789643,0.6352857,0.6509224,0.7139691,0.6337857,0.1069113,0.0995020,0.4004627
750.759,0.7113756,0.6996920,0.2136363,0.1769882,0.3910353,0.4741896,0.6298643,0.6438299,0.7110105,0.6269891,0.1093968,0.0943359,0.4074653
752.012,0.7082984,0.6974099,0.2135058,0.1786171,0.3838658,0.4702481,0.6226421,0.6346648,0.7068920,0.6183774,0.1116981,0.0896942,0.4136731
753.266,0.7068118,0.6977565,0.2150874,0.1818246,0.3802358,0.4677411,0.6197548,0.6286757,0.7058256,0.6142857,0.1151646,0.0856674,0.4233609
754.519,0.6981747,0.6922580,0.2147175,0.1824755,0.3733974,0.4635633,0.6080088,0.6171412,0.6974030,0.6014918,0.1182918,0.0817195,0.4290062
755.773,0.6930438,0.6885835,0.2148630,0.1846143,0.3695936,0.4599342,0.6008785,0.6079744,0.6930843,0.5935799,0.1227789,0.0790683,0.4358082
757.026,0.6875513,0.6858899,0.2125036,0.1844968,0.3654334,0.4570094,0.5932459,0.5972412,0.6875513,0.5845432,0.1272174,0.0770583,0.4420170
758.280,0.6839926,0.6832443,0.2127286,0.1847245,0.3630289,0.4566121,0.5869040,0.5892278,0.6840320,0.5765846,0.1322612,0.0753865,0.4491680
759.533,0.6774220,0.6786236,0.2109609,0.1844456,0.3599593,0.4544851,0.5784502,0.5789709,0.6768612,0.5669949,0.1362214,0.0736981,0.4543650
760.787,0.6706116,0.6748042,0.2106272,0.1849319,0.3590294,0.4540482,0.5697396,0.5705699,0.6712757,0.5578260,0.1426321,0.0733086,0.4594032
762.040,0.6658588,0.6726853,0.2071412,0.1824735,0.3580786,0.4536919,0.5627070,0.5598172,0.6658169,0.5501847,0.1479221,0.0716576,0.4655441
763.294,0.6585127,0.6658965,0.2055068,0.1816231,0.3569350,0.4537484,0.5536556,0.5474681,0.6598327,0.5390944,0.1543157,0.0734247,0.4723109
764.547,0.6516759,0.6614608,0.2034829,0.1793033,0.3558233,0.4541074,0.5440417,0.5376489,0.6519368,0.5290382,0.1578199,0.0717996,0.4752863
765.801,0.6456413,0.6585495,0.2022902,0.1772575,0.3564973,0.4568125,0.5367513,0.5288220,0.6458257,0.5200167,0.1640726,0.0723782,0.4815687
767.054,0.6368272,0.6524574,0.1986810,0.1746205,0.3566688,0.4569207,0.5266869,0.5161149,0.6370551,0.5097808,0.1705193,0.0735028,0.4859937
768.308,0.6302034,0.6474274,0.1963274,0.1725546,0.3585655,0.4593981,0.5194132,0.5043870,0.6311902,0.5007089,0.1770849,0.0757141,0.4922314
769.561,0.6208258,0.6390352,0.1931120,0.1684947,0.3586102,0.4606751,0.5092182,0.4924379,0.6216095,0.4875513,0.1811260,0.0761568,0.4940975
770.815,0.6138635,0.6351875,0.1923510,0.1662507,0.3609174,0.4630993,0.5004406,0.4820594,0.6135740,0.4787305,0.1864651,0.0769983,0.4979801
772.069,0.6049532,0.6300961,0.1896129,0.1624383,0.3620068,0.4668451,0.4907689,0.4706546,0.6041913,0.4687752,0.1926606,0.0781715,0.5006229
773.322,0.5969655,0.6236524,0.1885659,0.1608669,0.3666381,0.4696569,0.4842521,0.4600688,0.5980841,0.4603884,0.1983138,0.0814456,0.5065178
774.576,0.5856553,0.6147860,0.1847343,0.1558246,0.3675339,0.4722830,0.4741071,0.4465794,0.5863186,0.4476297,0.2015936,0.0830254,0.5085997
775.829,0.5788460,0.6099904,0.1843319,0.1531875,0.3721555,0.4776972,0.4663771,0.4374855,0.5791276,0.4382740,0.2069721,0.0839715,0.5118265
777.083,0.5658515,0.6010095,0.1811611,0.1487160,0.3729526,0.4806415,0.4547851,0.4219524,0.5648549,0.4265479,0.2116683,0.0851546,0.5131974
778.336,0.5553671,0.5927471,0.1814587,0.1482684,0.3777715,0.4855585,0.4469272,0.4103089,0.5564009,0.4164573,0.2170431,0.0897772,0.5175519
779.590,0.5410135,0.5822167,0.1792097,0.1433785,0.3796925,0.4869175,0.4368505,0.3960234,0.5425714,0.4040814,0.2194459,0.0899272,0.5172693
780.843,0.5334832,0.5748931,0.1790483,0.1416232,0.3843211,0.4926655,0.4304160,0.3865289,0.5336447,0.3942294,0.2239585,0.0930513,0.5201286
782.097,0.5224670,0.5676342,0.1784547,0.1390994,0.3867440,0.4958427,0.4225567,0.3747326,0.5225223,0.3861351,0.2274965,0.0934341,0.5211385
783.350,0.5111387,0.5585458,0.1808140,0.1388313,0.3907278,0.5015894,0.4155332,0.3643403,0.5119297,0.3774493,0.2324025,0.0975266,0.5234566
784.604,0.4969597,0.5482570,0.1793973,0.1367354,0.3929356,0.5035363,0.4077472,0.3534762,0.4995332,0.3664578,0.2330964,0.0975619,0.5236091
785.857,0.4851449,0.5389678,0.1820999,0.1356655,0.3976188,0.5074811,0.4014836,0.3423750,0.4870205,0.3577773,0.2363774,0.0998025,0.5247022
787.111,0.4747831,0.5305960,0.1823834,0.1344452,0.4014389,0.5133521,0.3961508,0.3317159,0.4758752,0.3490748,0.2401506,0.1012794,0.5259401
788.364,0.4621140,0.5208523,0.1853651,0.1355999,0.4038480,0.5174284,0.3906245,0.3220276,0.4638260,0.3415677,0.2422734,0.1043712,0.5266376
789.618,0.4460182,0.5082703,0.1872415,0.1362749,0.4048809,0.5201018,0.3827954,0.3118062,0.4490520,0.3311007,0.2432441,0.1050276,0.5245310
790.871,0.4338002,0.4981987,0.1915394,0.1383647,0.4108008,0.5235287,0.3795829,0.3037767,0.4375415,0.3246909,0.2447141,0.1060428,0.5253074
792.125,0.4193761,0.4871451,0.1948580,0.1394375,0.4135859,0.5279720,0.3743543,0.2924052,0.4229211,0.3165114,0.2466154,0.1080641,0.5256086
793.379,0.4083486,0.4774538,0.1999664,0.1430702,0.4177128,0.5329275,0.3736775,0.2857848,0.4143346,0.3120400,0.2497505,0.1104141,0.5286011
794.632,0.3921575,0.4645615,0.2025456,0.1449318,0.4164778,0.5339332,0.3669089,0.2763729,0.3966750,0.3020547,0.2475970,0.1098437,0.5234129
795.886,0.3791950,0.4530376,0.2096898,0.1503726,0.4214913,0.5373742,0.3646696,0.2731023,0.3850179,0.2967780,0.2493626,0.1121076,0.5224009
797.139,0.3651668,0.4424449,0.2132798,0.1537099,0.4233044,0.5400354,0.3631486,0.2632795,0.3713516,0.2923157,0.2503889,0.1121737,0.5231084
798.393,0.3532772,0.4313554,0.2206904,0.1598744,0.4280358,0.5454850,0.3629706,0.2593975,0.3617755,0.2878801,0.2520279,0.1157230,0.5239073
799.646,0.3365560,0.4180778,0.2259241,0.1639892,0.4261152,0.5451221,0.3593848,0.2522650,0.3454714,0.2811050,0.2496310,0.1138063,0.5194566
800.900,0.3224833,0.4064362,0.2350267,0.1728522,0.4291763,0.5493346,0.3586888,0.2500723,0.3316206,0.2773467,0.2502784,0.1153493,0.5172512
802.153,0.3077600,0.3945319,0.2410717,0.1797716,0.4314799,0.5505112,0.3580737,0.2443606,0.3190264,0.2729813,0.2491191,0.1153925,0.5154526
803.407,0.2937882,0.3807881,0.2500472,0.1875009,0.4324507,0.5529280,0.3604675,0.2391636,0.3076338,0.2707122,0.2501161,0.1177219,0.5151798
804.660,0.2781198,0.3670392,0.2586623,0.1938947,0.4333716,0.5559674,0.3606441,0.2379122,0.2933592,0.2651935,0.2468245,0.1159286,0.5114057
805.914,0.2643587,0.3560722,0.2674295,0.2038305,0.4339332,0.5565590,0.3621455,0.2362442,0.2804632,0.2629939,0.2457294,0.1168938,0.5079045
807.167,0.2506403,0.3430630,0.2755070,0.2130231,0.4341472,0.5577063,0.3619420,0.2333110,0.2674060,0.2617000,0.2459205,0.1167259,0.5048732
808.421,0.2385931,0.3325843,0.2850103,0.2229038,0.4370592,0.5585970,0.3664211,0.2323752,0.2591266,0.2633200,0.2451725,0.1185012,0.5043713
809.674,0.2254583,0.3183418,0.2920777,0.2305488,0.4335055,0.5585552,0.3665173,0.2322456,0.2467794,0.2585098,0.2422791,0.1190001,0.5004938
810.928,0.2114916,0.3054379,0.3049134,0.2425073,0.4369177,0.5615801,0.3713651,0.2338918,0.2362143,0.2589142,0.2406344,0.1168710,0.4984997
